,destinyDisplayName,memberType,game_active,bungie_clan,discordName
1951,Blockmaster,2,True,[ACES],[ACES] Blockmaster
1952,KRAKN,2,True,[ACES],[ACES] KRAKN
1953,HolyWanderer,2,False,[ACES],[ACES] HolyWanderer
1954,MichaelB,2,True,[ACES],[ACES] MichaelB
1955,Interjkeee,2,True,[ACES],[ACES] Interjkeee
1956,PullRequest,2,True,[ACES],[ACES] PullRequest
1957,Hunturio,2,True,[ACES],[ACES] Hunturio#2997
1958,KennyLoggins,2,True,[ACES],
1959,Gishy,2,True,[ACES],[ACES] gishy
1960,RyanCooper,2,True,[ACES],[ACES] RyanCooper
1961,Scotty,2,True,[ACES],[ACES] Scotty
1962,PhotonicBrew,2,True,[ACES],
1963,Spaghetty,2,True,[ACES],[ACES] Spaghetty
1964,iTom,2,True,[ACES],[ACES] iTom
1965,GusRG,2,True,[ACES],[ACES] GusRG#3074
1966,turbotits,2,True,[ACES],[ACES] turbotits#2641
1967,burrscott223,2,False,[ACES],[ACES] burrscott223#2353
1968,Gawiii,2,False,[ACES],[ACES] Gawiii
1969,SkattyNatty,2,True,[ACES],[ACES] SkattyNatty
1970,Johnric,2,False,[ACES],[ACES] Johnric
1971,HelioPolo,2,True,[ACES],[ACES] HelioPolo
1972,Plasmarin,2,True,[ACES],[ACES] Plasmarin
1973,VGTG,2,True,[ACES],[ACES] VGTG
1974,Frajj,2,True,[ACES],[ACES] Frajj
1975,Lukl,2,True,[ACES],[ACES] LukL
1976,Garrus,2,True,[ACES],[ACES] Garrus
1977,LazyBonez,2,True,[ACES],[ACES] LazyBonez
1978,itzpennyleia,2,True,[ACES],
1979,SirRegular,2,True,[ACES],
1980,Cortexs,2,True,[ACES],[ACES] Cortexs
1981,kemical,2,True,[ACES],
1982,mikasm,2,True,[ACES],[ACES] MikasM
1983,EmeraldNerd,2,True,[ACES],[ACES] EmeraldNerd#1411
1984,Pitzok,2,True,[ACES],[ACES] Pitzok
1985,Gennosuke,2,True,[ACES],[ACES] Devtect / Gennosuke
1986,Jacket123,2,True,[ACES],[ACES] Jacket123#2692
1987,Crit,2,True,[ACES],[ACES] Crit
1988,Snebjørnen,2,True,[ACES],[ACES] Snebjørnen#2698
1989,UnforgiVeN,2,True,[ACES],[ACES] UnforgiVeN#22954
1990,Polert,3,True,[ACES],[ACES] Polert
1991,DjKakanx,2,False,[DREG],[DREG] Djkakanx#2956
1992,peaches,2,True,[DREG],[DREG] peaches#2646
1993,GrumpyKitten,5,False,[DREG],
1994,DemonElf,2,True,[DREG],[DREG] DemonElf#21753
1995,Cephire,2,True,[DREG],[DREG] Cephire#2520
1996,Nevermore,2,False,[DREG],[DREG] Nevermore#2930
1997,zeveneno,2,True,[DREG],[DREG] zeveneno#2831
1998,MBI,2,True,[DREG],[DREG] MBI#21690
1999,Carsten,2,True,[DREG],[DREG] carsten#2647
2000,Shrimpington,2,True,[DREG],[DREG] Shrimpington#2250
2001,Yotamb,2,True,[DREG],[DREG] Yotamb#1247
2002,StormSeeker,2,True,[DREG],[DREG] StormSeeker#1404
2003,TheVoice,2,True,[DREG],[DREG] TheVoice#2895
2004,nexxNN,2,True,[DREG],[DREG] nexxNN#2781
2005,rrff666,2,True,[DREG],[DREG] rrff666#2132
2006,XenoGaming,2,True,[DREG],[DREG]  XenoGaming#2811
2007,pills,2,False,[DREG],[DREG] pills#2594
2008,Mulkvisti,2,False,[DREG],[DREG] mulkvisti#2816
2009,Craft3324,2,False,[DREG],[DREG] Craft3324#2704
2010,explosion,2,True,[DREG],[DREG] explosion#22562
2011,BeeJ4yDuck,2,True,[DREG],[DREG] BeeJ4yDuck#2360
2012,MaraSovsPet,2,True,[DREG],[DREG] MaraSovsPet#2645
2013,Adrian4087HD,2,True,[DREG],[DREG] Adrian4087hd#2768
2014,stark,2,True,[DREG],[DREG] stark#21534
2015,Snuggles,2,True,[DREG],[DREG] Snuggles#21420
2016,BBTWO,2,True,[DREG],[DREG]  BBTWO#2572
2017,mAty,2,False,[DREG],[DREG] mAty#2942
2018,OlliDXD,2,True,[DREG],[DREG] OlliDXD#2952
2019,waffles,2,False,[DREG],[DREG] waffles#21200
2020,GoldenPants,2,True,[DREG],[DREG] GoldenPants#218642
2021,Benjjo,2,True,[DREG],[DREG]  Benjjo#21287
2022,Tealc,2,True,[DREG],[DREG]  Tealc#2180
2023,LasiterCZ,2,True,[DREG],[DREG] LasiterCZ#2180
2024,SCR3AM,2,True,[DREG],[DREG] 🍉SCR3AM#21119
2025,Elderdragon0,2,True,[DREG],[DREG] Elderdragon0#2165
2026,Azzar12,2,False,[DREG],[DREG] Azzar12#2507
2027,parkson,2,True,[DREG],[DREG] parkson#21593
2028,Bagpackcat,2,True,[DREG],[DREG] Bagpackcat#2721
2029,Miko,2,True,[DREG],[DREG] Miko#22400
2030,Najaala,2,True,[DREG],[DREG] Najaala#2938
2031,AlFa,2,True,[DREG],[DREG] AlFa#22546
2032,ZeroTwo,2,True,[DREG],[DREG] ZeroTwo#21176
2033,GaboRoto,2,True,[DREG],[DREG] GaboRoto#2842
2034,Passarinho84,2,True,[DREG],[DREG] Passarinho84#1887
2035,Kabralat,2,True,[DREG],[DREG] Kabralat#2560
2036,IIISnakelll,2,True,[DREG],[DREG] IIISnakelll#2483
2037,Baniol,2,True,[DREG],[DREG] Baniol#21719
2038,VendettaFil,2,True,[DREG],[DREG] VendettaFil#2628
2039,TheLegend,2,True,[DREG],[DREG] TheLegend#22479
2040,Viz,2,True,[DREG],[DREG] viz#21294
2041,GhostRider,3,True,[DREG],[DREG] 🍌GhostRider#2340
2042,GlacialElf,2,True,[DREG],[DREG] GlacialElf#21178
2043,Chief,2,True,[DREG],[DREG] Chief#21294
2044,Juanman,2,True,[DREG],[DREG] Juanman#21173
2045,Nekomimi,2,False,[DREG],[DREG] Nekomimi#21829
2046,Ethon,2,True,[DREG],[DREG] Ethon#2611
2047,XperienZz,2,True,[DREG],[DREG] XperienZz#2519
2048,DavidFE,2,True,[DREG],[DREG] DavidFE#2841
2049,Ermath,2,True,[DREG],[DREG] Ermath#2469
2050,Jorgects,2,True,[DREG],[DREG] Jorgects#2147
2051,Malthael,2,True,[DREG],[DREG] Malthael#21475
2052,ToxicTurtle,2,True,[DREG],[DREG] ToxicTurtle#21257
2053,ƘȈŊǴŦŬŜƘ,2,True,[DREG],[DREG] ƘȈŊǴŦŬŜƘ #2836
2054,Primitive,2,False,[DREG],[DREG] primitive#2107
2055,Kamasaki,2,False,[DREG],[DREG] Kamasaki#21554
2056,Xinos,2,False,[DREG],[DREG] Xinos#21805
2057,XakeR,2,True,[DREG],[DREG] XakeR#2915
2058,MaChello,2,True,[DREG],[DREG] MaChello#2405
2059,SC077YB0i,2,True,[DREG],
2060,AstroOtter,2,False,[DREG],[DREG] AstroOtter#2587
2061,handsoap,2,True,[DREG],[DREG] Handsoap#21285
2062,Apollo,2,True,[DREG],[DREG] Apollo#24888
2063,Th3Spud,2,False,[DREG],[DREG] Th3Spud#2229
2064,Illyasviel,2,True,[DREG],[DREG] Illyasviel#21153
2065,Mordenkainen,2,False,[DREG],[DREG] Mordenkainen#2581
2066,JustShades,2,True,[DREG],[DREG] JustShades#2622
2067,Gracjopl,2,False,[DREG],[DREG] Gracjopl#2232
2068,TripleX,2,True,[DREG],[DREG]  TripleX#2781
2069,Dolorien,2,True,[DREG],[DREG] Dolorien#21566
2070,goodluckm8,2,True,[DREG],[DREG] goodluckm8#21415
2071,säfström,2,True,[DREG],[DREG] säfström#2520
2072,Vexeer,2,True,[DREG],[DREG] Vexeer#2612
2073,llVannll,2,True,[DREG],[DREG] llVannll#2909
2074,JediCoder,2,False,[DREG],[DREG] JediCoder#2455
2075,kdy150,2,True,[DREG],[DREG] kdy150#1592
2076,RikuVII,2,True,[DREG],[DREG] RikuVII#2971
2077,DarkLurk,2,False,[DREG],[DREG] DarkLurk#21355
2078,cohen,2,True,[DREG],[DREG] cohen#21954
2079,ICEWALOWKUM,2,True,[DREG],
2080,Nox,2,False,[DREG],[DREG] Nox#21855
2081,Mrblack,2,True,[DREG],[DREG] MrBlack#2991
2082,NEXTweek,2,True,[DREG],[DREG] NEXTweek#21480
2083,echo000,2,True,[DREG],
2084,und3adcitiz3n,2,True,[ANGL],
2085,Jamesprevost23,2,True,[ANGL],
2086,Spankyhamm7,2,True,[ANGL],[ANGL] Spankyhamm7
2087,BetterLions,2,True,[ANGL],
2088,xXSecond-WaveXx,2,True,[ANGL],[ANGL] xXSecond-WaveXx
2089,tommohawkZZZ,2,True,[ANGL],[ANGL] tommohawkzzz
2090,SonOfAjax,2,True,[ANGL],[ANGL] SonOfAjax
2091,Get_Wrecked01,2,True,[ANGL],[ANGL] Get_Wrecked01
2092,SilentStorm,5,False,[ANGL],
2093,WowMyIDisUnique,2,False,[ANGL],
2094,eebbah,2,True,[ANGL],[ANGL] eebbah
2095,apm04,2,True,[ANGL],[ANGL] Apm04
2096,J_a_s_o_n_2_k_10,2,True,[ANGL],[ANGL] J_a_s_o_n_2_k_10
2097,Skuler201,2,True,[ANGL],[ANGL] Skuler201 EU
2098,empryeans,2,True,[ANGL],[ANGL] empryeans
2099,xSinisterSteel,3,True,[ANGL],[ANGL] xSinisterSteel
2100,sonex713,2,True,[ANGL],[ANGL] Sonex713
2101,lizardfirelord5,2,True,[ANGL],[ANGL] Lizardfirelord5
2102,GeT0nMylVlll,2,True,[ANGL],
2103,Firepower1921,2,True,[ANGL],[ANGL] Firepower1921
2104,Chibi-momo32,2,True,[ANGL],[ANGL] Chibi-momo32
2105,RenxXthexXboss,2,False,[ANGL],[ANGL] RenxXthexXboss
2106,mick197510,2,True,[ANGL],[ANGL] mick197510
2107,chasezula,2,True,[ANGL],[ANGL] chasezula
2108,UmbraGod_-_,2,True,[ANGL],[ANGL] UmbraGod_-_
2109,LordSimic0714,2,True,[ANGL],[ANGL] LordSimic0714
2110,Gr8ness_AwaitsIV,2,False,[ANGL],[ANGL] Gr8ness_AwaitsIV
2111,manchubo,2,True,[ANGL],[ANGL] manchubo
2112,HALO11234,2,True,[ANGL],[ANGL] Halo11234
2113,CHIEF_B1GNUT,2,True,[ANGL],[ANGL] CHIEF_B1GNUT
2114,SnarledMango,2,True,[ANGL],[ANGL] SnarledMango
2115,kS-CandidCurse,2,True,[ANGL],
2116,Deadly_Nutella,2,True,[ANGL],[ANGL] Deadly_Nutella
2117,Fockingbarrels,2,True,[ANGL],[ANGL] Fockingbarrels
2118,rconstant,2,True,[ANGL],[ANGL] rconstant9
2119,sleepndragon,2,True,[ANGL],[ANGL] SleepnDragon
2120,Poil_21,2,False,[ANGL],[ANGL] Poil_21
2121,Iceburgerz,2,True,[ANGL],[ANGL] Iceburgerz
2122,Xen_enX,2,True,[ANGL],
2123,JADYH12,2,True,[ANGL],[ANGL] Jadyh12
2124,Aether-Wulf,2,True,[ANGL],[ANGL] Aether-Wulf
2125,AzazelTheSith,2,True,[ANGL],[ANGL] AzazelTheSith
2126,Sgt_Bad_99,2,True,[ANGL],[ANGL] Sgt_Bad_99
2127,Ian_1493,2,True,[ANGL],[ANGL] Ian_1493
2128,FieldKillerEM10,2,True,[ANGL],[ANGL] FieldKillerEM10
2129,boxermolly,2,True,[ANGL],[ANGL] BoxerMolly
2130,fava030,2,True,[ANGL],[ANGL] Fava030
2131,KaoticReach,2,True,[ANGL],
2132,CravenUnicorn62,2,True,[ANGL],[ANGL] CravenUnicorn62
2133,All4RicanPride,2,True,[ANGL],[ANGL] All4ricanPride
2134,toad_v3,2,True,[ANGL],[ANGL] toad_v3
2135,Wrathew4769,2,True,[ANGL],
2136,Dredgen_Thirty,2,False,[ANGL],[ANGL] Dredgen_Thirty
2137,superiorsuper25,2,True,[ANGL],[ANGL] Superiorsuper25
2138,PotatoePanda,2,False,[ANGL],[ANGL] PotatoePanda
2139,Dozier1021,2,True,[ANGL],[ANGL] Dozier1021
2140,Monsiry92,2,True,[ANGL],[ANGL] Monsiry92
2141,VoltWaffle,2,True,[ANGL],[ANGL] Voltwaffle
2142,the-taank-is-in,2,True,[ANGL],[ANGL] the-taank-is-in UK
2143,devnick99,2,True,[ANGL],[ANGL] devnick99
2144,ToxicTeddeh,2,True,[ANGL],
2145,Hennessey_Hokage,2,True,[ANGL],
2146,Pacree101,2,True,[ANGL],[ANGL] Pacree101
2147,Ronin_735,2,True,[ANGL],[ANGL/ACES] Ronin_735
2148,sofiefrost,2,True,[ANGL],[ANGL] Sofiefrost
2149,TheBaldKnobber,2,True,[ANGL],[ANGL] TheBaldKnobber
2150,BigBlue_Nation15,2,True,[ANGL],[ANGL] BigBlue_Nation15
2151,GromTheGremlin,2,True,[ANGL],[ANGL] GromTheGremlin
2152,revanelittleford,2,True,[ANGL],
2153,Shadows_UnToLD71,2,True,[ANGL],
2154,slende801risbeas,2,True,[ANGL],[ANGL] slende801risbeas
2155,Azure0fSky,2,True,[ANGL],[ANGL] Azure0fSky
2156,BeardStrongg,2,True,[ANGL],[ANGL] BeardStrongg
2157,greysniper28,2,True,[ANGL],[ANGL] greysniper28
2158,frebbieczyy5,2,True,[ANGL],[ANGL] Frebbieczyy5
2159,Rinzllr,2,True,[ANGL],[ANGL] Rinzllr
2160,RinnyMouse,2,False,[ANGL],
2161,elitesalazar,2,True,[ANGL],[ANGL] EliteSalazar
2162,xItsNeurosis,3,False,[ANGL],
2163,DarkStar3797,2,True,[ANGL],[ANGL] Darkstar3797
2164,OgxShadowBladex,2,True,[ANGL],[ANGL] OgxShadowBladex
2165,Wildfire_80,2,True,[ANGL],
2166,silk04,2,True,[ANGL],[ANGL] Silk04
2167,yesdog96,2,True,[ANGL],[ANGL] yesdog96
2168,StDylm,2,True,[ANGL],[ANGL] StDylm
2169,Eye9Five,2,True,[ANGL],[ANGL] Eye9Five
2170,Mr_Big_Boy24,2,True,[ANGL],
2171,neil-_-420,2,True,[SABR],[SABR] neil-_-420
2172,Mustache_MENACE-,2,True,[SABR],
2173,ChaosPheonix13,2,True,[SABR],[SABR] Chaospheonix13
2174,tbl_lmduffman,2,True,[SABR],[SABR] tbl_lmduffman
2175,War21rior,2,True,[SABR],[SABR] war21rior
2176,StyleLikeJesper,2,True,[SABR],[SABR] StyleLikeJesper
2177,amarrtt6,2,True,[SABR],[SABR] Amarrtt6
2178,DAWBRO15,2,True,[SABR],[SABR] dawbro15
2179,Its_Neurosis,5,False,[SABR],
2180,SilverTiger_Fang,2,True,[SABR],[SABR] Silvertiger_fang
2181,EpicUnderDog01,2,True,[SABR],[SABR] EpicUnderDog01
2182,PapaSuff,2,True,[SABR],[SABR] PapaSuff
2183,wazupbongo,2,True,[SABR],[SABR] Wazupbongo
2184,Kawaii-Senpai45,2,True,[SABR],[SABR] Kawaii-Senpai45
2185,zac21,2,True,[SABR],[SABR] zac21
2186,oreofro,2,True,[SABR],[SABR] oreofro
2187,Man-of-Leisure,2,True,[SABR],
2188,ASAP_turtlefood,2,True,[SABR],[SABR] ASAP_turtlefood
2189,RougeShadow0,2,True,[SABR],[SABR] RougeShadow0
2190,iiSgt-_-CupCaKe,2,True,[SABR],[SABR] iiSgt-_-CupCake
2191,Tycho-Prime,2,True,[SABR],[SABR] Tycho-Prime
2192,Zakgm345,2,True,[SABR],[SABR] zakgm345
2193,Unl3Ash_my_hAvoC,2,True,[SABR],[SABR] Unl3Ash_my_hAvoC
2194,A_DEN_IAL,2,True,[SABR],[SABR] A_DEN_IAL
2195,Okzyjos,2,True,[SABR],[SABR] Okzyjos EU
2196,Giozilla,2,True,[SABR],[SABR] Giozilla
2197,ChildishPenguin-,2,True,[SABR],[SABR] ChildishPenguin-
2198,DanLParker,2,True,[SABR],[SABR] DanLParker
2199,GrimmMeerkat,2,True,[SABR],[SABR] GrimmMeerkat
2200,MKShadow,2,True,[SABR],[SABR] MKShadow
2201,SR_REAPER7,2,True,[SABR],[SABR] SR_Reaper7
2202,SteelZypher,2,True,[SABR],[SABR] SteelZypher
2203,WBrothers077,2,True,[SABR],[SABR] WBrothers077
2204,Leokz145,2,True,[SABR],[SABR] Leokz145
2205,TheKillerKookie,2,True,[SABR],[SABR] TheKillerKookie
2206,sigsauergirl100,2,True,[SABR],[SABR] sigsauergirl100
2207,oScorpionzz,3,True,[SABR],[SABR] oScorpionzz
2208,xAtterox,2,True,[SABR],[SABR] xatterox
2209,Acekorn,2,True,[SABR],[SABR] Acekorn
2210,taznmagic,2,True,[SABR],[SABR] taznmagic
2211,NOVA_MoFo,2,True,[SABR],[SABR] NOVA_MoFo
2212,lorddookious,2,True,[SABR],[SABR] Lorddookious
2213,Unquallfied,2,True,[SABR],[SABR] Unquallfied
2214,Hyper_Poly,2,True,[SABR],[SABR] Hyper_Poly
2215,Preciousplay-doh,2,True,[SABR],[SABR] Preciousplay-doh
2216,BangGangRG,2,True,[SABR],[SABR] BanggangRG
2217,ChristReigns3,2,True,[SABR],[SABR] ChristReigns3
2218,PhaelynAlco,2,True,[SABR],
2219,Jackson-_D,2,True,[SABR],[SABR] Jackson-_D
2220,WolfieShi,2,True,[SABR],[SABR] WolfieShi
2221,EndurableDread1,2,True,[SABR],[SABR] EndurableDread1
2222,Darth_Nihilus_00,2,True,[SABR],[SABR] Darth_Nihilus_00
2223,Vultrixity,2,True,[SABR],[SABR] Vultrixity
2224,Obey_2599,2,True,[SABR],[SABR] Obey_2599
2225,choc729,2,True,[SABR],[SABR] Choc729
2226,Lamster212,2,True,[SABR],[SABR] Lamster212
2227,acebounty412,2,False,[SABR],[SABR] Acebounty412
2228,DireWolfShade,2,True,[SABR],[SABR] DireWolfShade
2229,KneeCappinNinja,2,True,[SABR],[SABR] KneeCappinNinja
2230,DarkBane100,2,True,[SABR],[SABR] DarkBane100
2231,SilentRonin051,2,True,[SABR],[SABR] Silentronin051   UK/EU
2232,The_Nolando,2,True,[SABR],[SABR] The_nolando
2233,Troublsum6918,2,True,[SABR],[SABR] Troublsum6918
2234,Night_Runner24,2,True,[SABR],[SABR] Night_Runner24
2235,SylvanEX,2,True,[SABR],[SABR] SylvanEX
2236,Pinetrii,2,True,[SABR],[SABR] Pinetrii
2237,UnknownTribe,2,True,[SABR],[SABR] UnknownTribe
2238,Lil-_-Pepperoni,2,True,[SABR],[SABR] Lil-_-Pepperoni
2239,Nij99,2,True,[SABR],[SABR] Nij99 UK/EU
2240,BeanieSigel4,2,True,[SABR],[SABR] BeanieSigel4
2241,Lifetker,2,True,[SABR],[SABR] Lifetker
2242,TJChappy1,2,True,[SABR],[SABR] Tjchappy1
2243,CrownTuba08210,2,True,[SABR],[SABR] CrownTuba08210
2244,Say10SirPent,2,True,[SABR],[SABR] Say10SirPent
2245,AlekAntan,2,True,[SABR],[SABR] AlekAntan
2246,robtober,2,True,[SABR],[SABR] robtober
2247,EvilKingStan,2,True,[SABR],[SABR] EvilKingStan
2248,HD_Sentry,3,True,[SABR],[SABR] HD_Sentry
2249,danja_goat,2,True,[SABR],[SABR] danja_goat
2250,vermoner11,2,True,[SABR],[SABR] Vermoner11
2251,RhinoFX,2,True,[SABR],[SABR] RhinoFX
2252,dmax2142,2,True,[SABR],[SABR] dmax2142
2253,dls1415,2,True,[SABR],[SABR] dls1415
2254,cGPifferton,2,True,[SABR],[SABR] cGPifferton
2255,ScarySkyler,2,True,[SABR],[SABR] ScarySkyler
2256,bakadur2,2,True,[SABR],[SABR] Bakadur2
2257,CaptanCookiePuss,2,True,[SABR],CaptanCookiePuss
2258,Dimlight25,2,True,[SABR],[SABR] Dimlight25
2259,Hyakurawa,2,True,[SABR],[SABR/SIVA] Hyakurawa
2260,Ajee_Luv,2,True,[SABR],[SABR] Ajee_luv
2261,mcpain1969,2,True,[SABR],[SABR] mcpain1969
2262,Deaf_Con_0ne,2,True,[SABR],[SABR] Deaf_Con_0ne
2263,NukaBreaker,2,True,[SABR],[SABR] NukaBreaker
2264,Godless_Heretic-,2,True,[SABR],[SABR] Godless_Heretic-
2265,Mythical_Dog,2,True,[SABR],[SABR] Mythical_Dog
2266,Ultimate_Game827,2,True,[SABR],[SABR] Ultimate_Game827
2267,gills1000,2,True,[SABR],[SABR] gills1000
2268,LSalvador4891,2,True,[SABR],[SABR] LSalvador4891
2269,DiViiDee,2,False,[SABR],[SABR] DiViiDee
2270,DredgenAlcair,2,True,[DEVL],[DEVL] DredgenAlcair
2271,iShirts,2,True,[DEVL],[DEVL] iShirts
2272,iBallisiticSq476,2,True,[DEVL],[DEVL] iBallisiticSq476
2273,TheTimHarrell,2,False,[DEVL],[DEVL] TheTimHarrell
2274,InternetGradeTHC,2,True,[DEVL],[DEVL] InternetGradeTHC
2275,ArtistNAmbulance,2,True,[DEVL],[DEVL] ArtistNAmbulance
2276,Hoop9,2,True,[DEVL],[DEVL] Hoop9
2277,AngryAsianJim,2,True,[DEVL],[DEVL] AngryAsianJim
2278,VonnDeeper,2,True,[DEVL],[DEVL] VonnDeeper
2279,maniac440,2,True,[DEVL],
2280,MLG_Ako,2,False,[DEVL],[DEVL] MLG_Ako
2281,LilNinja187,2,True,[DEVL],[DEVL] Lilninja187
2282,zolotheran,2,True,[DEVL],[DEVL] zolotheran
2283,GXD_Reaper,2,True,[DEVL],[DEVL] GXD_Reaper
2284,PlurralOrb,2,True,[DEVL],[DEVL] Plurralorb
2285,aGorillianBucks,2,True,[DEVL],[DEVL] aGorillianBucks
2286,BDW_Mega,2,True,[DEVL],[DEVL] BDW_Mega
2287,SeI-Wizard,2,True,[DEVL],
2288,Yetti_iamspider,2,True,[DEVL],[DEVL] Yetti_iamspider
2289,theSUUUS,2,True,[DEVL],[DEVL] theSUUUS
2290,Lekeith_,2,True,[DEVL],[DEVL] Lekeith_
2291,crystaldeathgct5,2,True,[DEVL],[DEVL] Crystaldeathgct5
2292,SXY_UNCLE_FLEXY,2,True,[DEVL],[DEVL] SXY_UNCLE_FLEXY
2293,SSSniperAaron,2,True,[DEVL],[DEVL] SSSniperAaron
2294,FuriousMonk_313,2,True,[DEVL],[DEVL] FuriousMonk_313
2295,moonriser44,2,True,[DEVL],[DEVL] moonriser44
2296,Kafaerus,2,True,[DEVL],[DEVL] Kafaerus
2297,ThrusterNYC,2,True,[DEVL],[DEVL] ThrusterNYC
2298,TornadoTheFace,2,True,[DEVL],[DEVL] TornadoTheFace
2299,TrackerPacker,2,True,[DEVL],[DEVL] TrackerPacker
2300,NeverYellFire826,2,True,[DEVL],[DEVL] NeverYellFire826
2301,E-Day20,2,True,[DEVL],[DEVL] E-Day20
2302,ThisWhack,2,True,[DEVL],[DEVL] ThisWhack
2303,ItsNeurosis,5,True,[DEVL],
2304,BigJigglyWeeb,2,True,[DEVL],[DEVL] BigJigglyWeeb
2305,IAmLastOracle,2,True,[DEVL],[DEVL] IAmLastOracle
2306,blackdragon371,2,True,[DEVL],
2307,ThanatosX424,2,True,[DEVL],[DEVL] ThanatosX424
2308,krAytdrAgon2187,2,True,[DEVL],[DEVL] krAytdrAgon2187
2309,rjennings014,2,True,[DEVL],[DEVL] rjennings014
2310,cookiesgalore2,2,False,[DEVL],
2311,Chochinibi,2,True,[DEVL],[DEVL] Chochinibi
2312,bdbeeler,2,True,[DEVL],[DEVL] Bdbeeler
2313,minionofsouls,2,True,[DEVL],[DEVL] Minionofsouls
2314,TheVengefulSins,2,True,[DEVL],[DEVL] TheVengefulSins
2315,Ventus_Custodis,2,True,[DEVL],[DEVL] Ventus_Custodis
2316,MooMooMatchewy,2,True,[DEVL],[DEVL] MooMooMatchewy
2317,KleebSt,2,True,[DEVL],[DEVL] KleebSt
2318,Finkinator15,2,True,[DEVL],[DEVL] Finkinator15
2319,xTwoFacedKillerx,2,True,[DEVL],[DEVL] xTwoFacedKillerx
2320,Begful,2,True,[DEVL],[DEVL] Begful
2321,psytog,2,True,[DEVL],[DEVL] Psytog
2322,WULF_GAWD,2,True,[DEVL],[DEVL] WULF_GAWD
2323,celticspride0033,2,True,[DEVL],[DEVL] celticspride0033
2324,Theiceprince21,2,True,[DEVL],
2325,MrxMorningstar,3,True,[DEVL],
2326,Celamihx_Blaze,2,True,[DEVL],[DEVL] Celamihx_Blaze
2327,exechef,2,True,[DEVL],[DEVL] Exechef
2328,DenBags0070,2,True,[DEVL],[DEVL] Denbags0070
2329,Lothjman,2,True,[DEVL],[DEVL] Lothjman
2330,Dutchberry,2,True,[DEVL],[DEVL] dutchberry
2331,WeDgE-PHANTOM,2,True,[DEVL],[DEVL] WeDgE-PHANTOM
2332,Hoop1,2,True,[DEVL],[DEVL] Hoop1
2333,ProphetOfBlack,2,True,[DEVL],[DEVL] ProphetOfBlack
2334,Short_n_Saucy,2,True,[DEVL],[DEVL] Short_n_saucy
2335,Stiven_Brendon,2,True,[DEVL],[DEVL] Stiven_Brendon
2336,Ramsfan1731,2,True,[DEVL],[DEVL] Ramsfan1731
2337,Charity106,2,True,[DEVL],[DEVL] Charity106
2338,ThatBoyTimmy,2,True,[DEVL],[DEVL] ThatBoyTimmy
2339,Airwrecckaa,2,True,[DEVL],[DEVL] airwrecckaa
2340,DreadBarbarian,2,False,[DEVL],
2341,TTV-kidd__chris,2,True,[DEVL],[DEVL] TTV-kidd__chris
2342,PopcornXverlord,2,True,[DEVL],[DEVL] PopcornXverlord
2343,Kyoruka_,2,True,[DEVL],[DEVL] Kyoruka_
2344,Voljin55,2,True,[DEVL],[DEVL] voljin55
2345,Alex_The_Jew159,2,True,[DEVL],[DEVL] Alex_the_Jew159
2346,DilBog03,2,True,[DEVL],[DEVL] DilBog03
2347,XvX_T8TRT0T_XvX,2,True,[DEVL],[DEVL] XvX_T8TRT0T_XvX
2348,PlatinumMarble,2,True,[DEVL],[DEVL] Platinummarble
2349,ScramblezAXV,2,True,[DEVL],[DEVL] ScramblezAXV
2350,fotoverite,2,True,[DEVL],[DEVL] fotoverite
2351,ArchioWar2013,2,True,[DEVL],[DEVL] Archiowar2013
2352,SEDragon69,2,True,[DEVL],[DEVL] SEDragon69
2353,TechmonoFaster25,2,True,[DEVL],[DEVL] TechmonoFaster25
2354,obi1k_IIXXII,2,True,[DEVL],[DEVL] obi1k_IIXXII
2355,getfmiliar,2,True,[DEVL],[DEVL] getfmiliar
2356,killshadowxd,2,True,[DEVL],[DEVL] Killshadowxd
2357,ThePenguinDoctor,2,True,[DEVL],[DEVL] ThePenguinDoctor
2358,MyNiNjA_251,2,True,[DEVL],[DEVL] MyNiNjA_251
2359,SorrinMarkov,3,True,[DEVL],[DEVL] SorrinMarkov
2360,tomchuk_,2,True,[DEVL],[DEVL] tomchuk_
2361,GHOST_CAYDE-6,2,True,[DEVL],[DEVL] GHOST_CAYDE-6
2362,mwalker017,2,True,[DEVL],[DEVL] Mwalker017
2363,Gunslinger113,2,True,[DEVL],[DEVL] Gunslinger113
2364,tlowry1,2,True,[DEVL],[DEVL] tlowry1
2365,grimeysnow,2,True,[DMON],
2366,relevantJ,2,True,[DMON],[DMON] relevantJ
2367,SNJfamily62,2,True,[DMON],[DMON] SNJfamily62
2368,Thegamer200101,2,True,[DMON],[DMON] thegamer200101
2369,L0newolfMN,2,True,[DMON],[DMON] L0newolfMN
2370,MRIGNORANT4LYFE,2,True,[DMON],[DMON] MRIGNORANT4LYFE
2371,PhantomzMatrix,2,True,[DMON],[DMON] PhantomzMatrix
2372,GelatinConverse,2,True,[DMON],[DMON] GelatinConverse
2373,LastXResolve,2,True,[DMON],[DMON] LastXResolve
2374,Optimus_Crusader,2,True,[DMON],[DMON] Optimus_Crusader
2375,JasonE7657,2,True,[DMON],[DMON] JasonE7657
2376,MookieVaporLock,2,True,[DMON],[DMON] MookieVaporLock
2377,TheDe1taNoob-,2,True,[DMON],[DMON] TheDe1taNoob-
2378,SEPIKS_UNCHANGED,2,True,[DMON],[DMON] SEPIKS_UNCHANGED
