,destinyDisplayName,memberType,game_active,bungie_clan,discordName
2379,iAmGionism-_-t,2,True,[DMON],[DMON] iAmGionism-_-t
2380,ToichiPanda,2,True,[DMON],[DMON] ToichiPanda
2381,MrSilentGamerHD,2,True,[DMON],[DMON] MrSilentGamerHD
2382,CPatrickSmith28,2,True,[DMON],[DMON] CPatrickSmith28
2383,Tic-Tac-Tethras,2,True,[DMON],[DMON] Tic-Tac-Tethras
2384,ShroudedDonkey,5,False,[DMON],
2385,Darklight_187,2,True,[DMON],[DMON] Darklight_187
2386,honey-badger43,2,True,[DMON],[DMON] honey-badger43
2387,noodlesopu_,2,False,[DMON],[DMON] noodlesopu_
2388,Darth_Boot,2,True,[DMON],[DMON] Darth_Boot
2389,UsCoMmAnDeR--,2,True,[DMON],
2390,AMERICAS_soldier,2,True,[DMON],[DMON] AMERICAS_soldier
2391,INSTiiCx,2,True,[DMON],[DMON] INSTiiCx
2392,LWach20,2,True,[DMON],[DMON] LWach20
2393,iiOsamaBinBaIIin,2,True,[DMON],
2394,ThiccestSailor,3,True,[DMON],[DMON] ThiccestSailor
2395,Kyle12425AtSOE,2,True,[DMON],[DMON] Kyle12425AtSOE
2396,Exxile87,2,True,[DMON],[DMON] Exxile87
2397,mojong52,2,True,[DMON],[DMON] mojong52
2398,OverseerShaxx,2,True,[DMON],[DMON] OverseerShaxx
2399,fighter0115,2,True,[DMON],[DMON] fighter0115
2400,MAT_gamer1134,2,True,[DMON],[DMON] Mat_Gamer1134
2401,SpacemanSpiff70,2,True,[DMON],[DMON] SpacemanSpiff70
2402,SSGStoph,2,True,[DMON],[DMON] SSGStoph
2403,AcolyteOfPhasma,2,True,[DMON],[DMON] AcolyteOfPhasma
2404,restorationurmom,2,True,[DMON],
2405,DarkByDefault552,2,True,[DMON],[DMON] DarkByDefault552
2406,keldeo2143,2,True,[DMON],[DMON] Keldeo2143
2407,spotlessbook,2,True,[DMON],[DMON] spotlessbook
2408,DrewmoGenesis,3,True,[DMON],[DMON] DrewmoGenesis
2409,llVirtuell,2,True,[DMON],
2410,Scrumf86,2,True,[DMON],[DMON] Scrumf86
2411,Moon__Fang,2,True,[DMON],[DMON] Moon__Fang
2412,Darthstriker2,2,True,[DMON],[DMON] Darthstriker2
2413,GourmetTrash_,2,True,[DMON],[DMON] GourmetTrash_
2414,MISTERxBLAZE,2,True,[DMON],[DMON] MISTERxBLAZE
2415,Yorgtown,2,True,[DMON],[DMON] Yorgtown
2416,Rowdy_exe,2,True,[DMON],[DMON] Rowdy_exe
2417,TheOldYe,2,True,[DMON],[DMON] TheOldYe
2418,MotorMouf1218,2,True,[DMON],[DMON] MotorMouf1218
2419,Protoform_alpha7,2,True,[DMON],
2420,SolSixxa01,2,True,[DMON],[DMON] SolSixxa01
2421,FreakordX,2,True,[DMON],[DMON] FreakordX
2422,Tobasass1,2,True,[DMON],[DMON] Tobasass1
2423,iNaturesWrath,2,False,[DMON],[DMON] iNaturesWrath
2424,WrongxTactic,2,True,[DMON],[DMON] WrongxTactic
2425,JackofSpades212,2,True,[DMON],[DMON] JackofSpades212
2426,Captain_Sober,2,True,[DMON],[DMON] Captain_Sober
2427,dbacks71,2,True,[DMON],[DMON] dbacks71
2428,Steven-a1999,2,True,[DMON],[DMON] steven-a1999
2429,Cleb-the_wize,2,True,[DMON],[DMON] Cleb-the_wize
2430,DragonDude222_,2,True,[DMON],[DMON] DragonDude222_
2431,Orimora26,2,True,[DMON],[DMON] Orimora26
2432,AluSeph,2,True,[DMON],[DMON] AluSeph
2433,Arcs_,2,True,[DMON],[DMON] Arcs_
2434,sK8_Is_liFe_7387,2,True,[DMON],[DMON] sK8_Is_liFe_7387
2435,TheeSilentWraith,2,True,[DMON],[DMON] Theesilentwraith
2436,IVerifyII,2,True,[DMON],
2437,xchito1112,2,True,[DMON],[DMON] xchito1112
2438,JaegarStorm,2,True,[DMON],[DMON] JaegarStorm
2439,CarpamHanna,2,True,[DMON],[DMON] CarpamHanna
2440,Cue14882316,2,True,[DMON],[DMON] cue14882316
2441,xBurning-Fetus,2,True,[DMON],[DMON] xBurning-Fetus
2442,ridrizaj,2,True,[DMON],[DMON] ridrizaj
2443,HawkkmoonnGG,2,True,[DMON],[DMON] HawkkmoonnGG
2444,SONAUDY,2,True,[DMON],[DMON] SONAUDY
2445,AryanSlayer2002,2,True,[DMON],[DMON] AryanSlayer2002
2446,sagethecageman,2,False,[DMON],[DMON] sagethecageman
2447,ReLentless_217X,2,True,[DMON],[DMON] ReLentless_217X
2448,ShadyFellow239,2,True,[DMON],[DMON] ShadyFellow239
2449,Arusenos,2,True,[DMON],[DMON] Arusenos
2450,ecqlam,2,True,[DMON],[DMON] Ecqlam
2451,jackrippereng,2,True,[DMON],[DMON] Jackrippereng
2452,Zzzodiaq,2,True,[DMON],[DMON] Zzzodiaq
2453,recon2145,2,True,[DMON],[DMON] recon2145
2454,SausageNyps,2,True,[DMON],[DMON] SausageNyps
2455,SiLVeRRAiDeR,2,True,[DMON],[DMON] SiLVeRRAiDeR
2456,notna340,2,True,[DMON],[DMON] Notna340
2457,zKrivs,2,True,[DMON],[DMON] zKrivs
2458,KronosTimeborn,2,True,[DMON],[DMON] KronosTimeborn
2459,Nova_AirDrop,2,True,[DMON],[DMON] Nova_AirDrop
2460,psycispore,2,True,[DMON],[DMON] psycispore
2461,Merlin_216,2,True,[DMON],[DMON] Merlin_216
2462,Toxic_shock27,2,True,[DMON],[DMON] Toxic_shock27
2463,jollygreenman67,2,True,[DMON],[DMON] jollygreenman67
2464,Bliizon6,2,True,[ELTE],[ELTE] Bliizon6  UK/EU
2465,T_Spine,2,True,[ELTE],[ELTE] T_Spine
2466,May_Maybach,2,True,[ELTE],[ELTE] May_Maybach EU
2467,RagingMeatStick,2,True,[ELTE],[ELTE] RagingMeatStick
2468,kibris4,2,True,[ELTE],[ELTE] kibris4  UK/EU
2469,MrTonyBanana,2,True,[ELTE],[ELTE] MrTonyBanana
2470,CSendADownS,2,True,[ELTE],[ELTE] CSendADownS
2471,ad1772,2,True,[ELTE],[ELTE] ad1772
2472,Mlambo_Time,2,True,[ELTE],[ELTE] Mlambo_Time  UK
2473,MinorTom15,2,True,[ELTE],[ELTE] MinorTom15 EU
2474,AyushS92,2,True,[ELTE],[ELTE] AyushS92   IST
2475,DampBiscuit_,2,True,[ELTE],
2476,AIiBabba,2,True,[ELTE],[ELTE] AIiBabba
2477,LICORICERED,2,True,[ELTE],[ELTE] LicoriceRed  EU
2478,Kn1It,2,False,[ELTE],
2479,Babygamerg1rl,3,True,[ELTE],[ELTE] Babygamerg1rl NZ
2480,Beni73099xd,2,True,[ELTE],[ELTE] Beni73099xd BL/EU
2481,Night-Cirque,2,True,[ELTE],[ELTE] Night-Cirque
2482,NocturnisLupus,2,True,[ELTE],[ELTE] Nocturnislupus UK/EU
2483,Windy1978,2,True,[ELTE],[ELTE] Windy1978
2484,Dredgen_Shaw,2,True,[ELTE],[ELTE] Dredgen_Shaw  UK/EU
2485,Jo-baba,2,True,[ELTE],[ELTE] Jo-baba SAU
2486,runeslay,2,True,[ELTE],[ELTE] Runeslay
2487,KillerGuinneaPiG,2,True,[ELTE],[ELTE] KillerGuinneaPig
2488,unais_124,2,True,[ELTE],[ELTE] unais_124
2489,KCaglar2994,2,True,[ELTE],[ELTE] KCaglar2994
2490,EarendilOfArnor,2,True,[ELTE],[ELTE] EarendilOfArnor UK
2491,PHOENIX00729,2,True,[ELTE],[ELTE] PHOENIX00729 EU
2492,Ewan_NwA1,2,True,[ELTE],[ELTE] Ewan_Nwa1  SCO/UK
2493,Suhail-yoho,2,True,[ELTE],[ELTE] Suhail-yoho  EU/UK
2494,ChaosMarauder256,2,True,[ELTE],[ELTE] ChaosMarauder256 NA
2495,Terminater19_,2,True,[ELTE],[ELTE] Terminater19_
2496,Doggsoup_,2,True,[ELTE],[ELTE] Doggsoup_
2497,CrimSoluna,2,True,[ELTE],[ELTE] CrimSoluna EU
2498,addisonmatt,2,True,[ELTE],[ELTE] addisonmatt UK
2499,exotic_narcotic,3,True,[ELTE],[ELTE] Exotic_Narcotic UK/EU
2500,Fighter97_,2,True,[ELTE],[ELTE] Fighter97_ NZ
2501,Critical-Dawn,2,True,[ELTE],[ELTE] Critical-Dawn NZ
2502,krisztaaa,2,True,[ELTE],[ELTE] Krisztaaa RO/EU
2503,MrHearthAttack,2,True,[ELTE],[ELTE] MrHearthAttack
2504,Professor_Zhu,2,True,[ELTE],[ELTE] Professor_Zhu
2505,Ieafninja,2,True,[ELTE],[ELTE] Ieafninja  EU
2506,HephaestusFlre,2,True,[ELTE],
2507,BattlePug27,2,True,[ELTE],[ELTE] Battlepug27 NA
2508,LakBH,2,True,[ELTE],[ELTE] LakBH AU
2509,JahanR_143,2,True,[ELTE],[ELTE] JahanR_143 EU
2510,Wulfe757,2,True,[ELTE],[ELTE] Wulfe757 EST/US
2511,Akebrett-,2,True,[ELTE],
2512,diabolick90,2,True,[ELTE],[ELTE] Diabolick90  RO/EU
2513,Cataztrofic,2,True,[ELTE],[ELTE] Cataztrofic
2514,elmagico522,2,True,[ELTE],[ELTE] elmagico522  NL/EU
2515,Ayush_S92,2,True,[ELTE],[ELTE] Ayush_S92 IST
2516,Stormwolfe,2,True,[ELTE],[ELTE] Stormwolfe BM/EU
2517,ShawarmaXpert,2,True,[ELTE],[ELTE] ShawarmaXpert EU
2518,Heavysider92,2,True,[ELTE],[ELTE] Heavysider92
2519,Kier4334,2,True,[ELTE],[ELTE] kier4334
2520,NampaKiddo,2,True,[ELTE],[ELTE] NampaKiddo JP
2521,C4PT41NCR4Y0N,2,True,[ELTE],[ELTE] C4PT41NCR4Y0N
2522,kanewilson01,2,True,[ELTE],[ELTE] kanewilson01 UK
2523,Mutley89HD,2,True,[ELTE],[ELTE] Mutley89HD UK
2524,Shrouded-Devils,5,False,[ELTE],
2525,QuantumRiot7,2,True,[ELTE],[ELTE] QuantumRiot7
2526,x1ggy,2,True,[ELTE],[ELTE] x1ggy
2527,auggie_doggie468,2,True,[ELTE],[ELTE] auggie_doggie468 EU
2528,Celtic_Panda,2,True,[ELTE],[ELTE] Celtic_Panda  EU
2529,Lifebringer16,2,True,[ELTE],[ELTE] Lifebringer16     NZ
2530,CoaguIate,3,True,[ELTE],
2531,Noxiticity,2,True,[ELTE],[ELTE] Noxiticity  UK
2532,Mister-Skeever,2,True,[ELTE],[ELTE] Mister-Skeever   EU
2533,WolfhowlerTGHD,2,True,[ELTE],
2534,Turbo724,2,True,[ELTE],[ELTE] Turbo724
2535,j3edi,2,True,[ELTE],[ELTE] j3edi  UK
2536,Black_Raven7815,2,True,[ELTE],[ELTE] Black_Raven7815 AU
2537,SnowWhiteDreams,2,True,[ELTE],[ELTE] SnowWhiteDreams
2538,hickup997burp,2,True,[ELTE],[ELTE] hickup997burp
2539,OwidowmakerO,2,True,[ELTE],[ELTE] OwidowmakerO UK
2540,NothinxPersonal,2,True,[ELTE],[ELTE] NothinxPersonal NA
2541,G-rov3z,2,True,[ELTE],[ELTE] G-rov3z EU
2542,RoyalWiener69,2,True,[ELTE],[ELTE] RoyalWiener69 UK
2543,Minekiller123,2,True,[WOLF],[WOLF] Minekiller123
2544,LAL1012,2,True,[WOLF],[WOLF] LAL1012
2545,SG Bubblez,2,True,[WOLF],[WOLF] SG Bubblez
2546,EMAWPetey,2,True,[WOLF],[WOLF] EMAWPetey
2547,Bryatron3000,2,True,[WOLF],
2548,Agarwean979,2,True,[WOLF],[WOLF] Agarwean979
2549,NRGxRUSH,2,True,[WOLF],[WOLF] NRGxRUSH
2550,Spartandelta114,2,True,[WOLF],[WOLF] Spartandelta114
2551,OGSWAGMIR,2,True,[WOLF],[WOLF] OGSWAGMIR
2552,Slightly Knknt,2,True,[WOLF],[WOLF] Slightly knknt
2553,icecream man372,2,True,[WOLF],[WOLF] icecream man372
2554,Peaky Misfit,2,True,[WOLF],[WOLF] Peaky Misfit
2555,edgarcito904,2,True,[WOLF],[WOLF] edgarcito904
2556,KurterLans1,2,True,[WOLF],[WOLF] KurterLans1
2557,Ten Legacys,2,True,[WOLF],[WOLF] Ten Legacys
2558,JBradyFA,2,True,[WOLF],[WOLF] JBradyFA
2559,WDCGuardian,2,True,[WOLF],[WOLF] WDCGuardian
2560,Retrophelion,2,True,[WOLF],[WOLF] Retrophelion
2561,CPL Galarza,2,True,[WOLF],[WOLF] CPL Galarza
2562,Ten Rai,2,True,[WOLF],[WOLF] Ten Rai
2563,CptMorgan525,2,True,[WOLF],[WOLF] CptMorgan525
2564,UncannyMold,2,True,[WOLF],[WOLF] UncannyMold
2565,BennyAmeen,3,True,[WOLF],[WOLF] BennYameen
2566,ExR1V,2,True,[WOLF],[WOLF] ExR1V
2567,Deafsnafu,2,True,[WOLF],[WOLF] Deafsnafu
2568,Nemi6,2,True,[WOLF],[WOLF] Nemi6 UK/EU
2569,EpicWan123,2,True,[WOLF],[WOLF] EpicWan123
2570,Trowie uK,2,True,[WOLF],[WOLF] Trowie uK
2571,ParisNPM,2,True,[WOLF],[WOLF] ParisNPM
2572,Shrouded Wolves,5,False,[WOLF],
2573,Polidamas,2,True,[WOLF],[WOLF] Polidamas
2574,Blazing Scorpia,2,True,[WOLF],[WOLF] Blazing Scorpia
2575,YungSantaDave,2,True,[WOLF],[WOLF] YungSantaDave
2576,headhunter340,2,True,[WOLF],[WOLF] headhunter340
2577,KCdouble007,2,True,[WOLF],[WOLF] KCdouble007
2578,Mr Good,2,True,[WOLF],[WOLF] Mr Good
2579,Nuvd,2,True,[WOLF],[WOLF] Nuvd
2580,Comidor Fluffy,2,True,[WOLF],
2581,CaptAmerica8899,2,True,[WOLF],[WOLF] Captamerica8899
2582,PixelUnicorn9,2,True,[WOLF],[WOLF] PixelUnicorn9
2583,kaosfanatic,2,True,[WOLF],[WOLF] kaosfanatic
2584,madrid0577,2,True,[WOLF],[WOLF] madrid0577
2585,AK47WARR10R,2,True,[WOLF],[WOLF] AK47WARR10R
2586,xNovaPlume,2,True,[WOLF],
2587,Setsua28,2,True,[WOLF],[WOLF] Setsua28
2588,SG Trials,2,True,[WOLF],[WOLF] SG Trials
2589,Bainesy2115,2,True,[WOLF],[WOLF] Bainesy2115
2590,Delta7teen,3,True,[WOLF],
2591,Vilcor88,2,True,[WOLF],
2592,strongclaws,2,True,[WOLF],[WOLF] strongclaws
2593,BigJacob334,2,True,[WOLF],[WOLF] BigJacob334
2594,Dragonkin08,2,True,[WOLF],[WOLF] Dragonkin08
2595,AlphaNinja027,2,True,[WOLF],[WOLF] AlphaNinja027
2596,Diaon0513,2,True,[WOLF],[WOLF] Diaon0513
2597,MMaxattack,2,True,[WOLF],[WOLF] MMaxattack
2598,Eliteus Gaming,2,True,[WOLF],[WOLF] Eliteus Gaming
2599,TheDonYom,2,True,[WOLF],[WOLF] TheDonYom
2600,L0TUS BLOSSOM,2,True,[WOLF],[WOLF] L0TUS BLOSSOM
2601,fallen28xlux,2,True,[WOLF],[WOLF] fallen28xlux
2602,Roso,2,True,[WOLF],[WOLF] Roso
2603,Dogeislooove,2,True,[WOLF],[WOLF] Dogeislooove
2604,I Slay Frosty I,2,True,[WOLF],
2605,Maguito Majo,2,True,[WOLF],[WOLF] Maguito Majo
2606,MR MYRIE,2,True,[WOLF],[WOLF] MR MYRIE
2607,warningsign93,2,True,[WOLF],[WOLF] warningsign93
2608,BeatoBoi,2,True,[WOLF],[WOLF] BeatoBoi
2609,kingcarter903,2,True,[WOLF],[WOLF] kingcarter903
2610,SkinlessPaper,2,True,[WOLF],[WOLF] SkinlessPaper
2611,Jackolanter29,2,True,[WOLF],[WOLF] Jackolanter29
2612,FusionKAKASHI,2,True,[WOLF],[WOLF] FusionKakashi
2613,Achaerone,2,True,[WOLF],[WOLF] Achaerone
2614,ClockwerkOrange,2,True,[WOLF],[WOLF] ClockwerkOrange
2615,Not The Fence,2,True,[WOLF],[WOLF] Not The Fence
2616,GhostAvenger96,2,True,[WOLF],[WOLF] GhostAvenger96
2617,REBEL PREDAT0R,2,True,[WOLF],
2618,iMrPrez,2,True,[WOLF],[WOLF] iMrPrez
2619,CaptainComptn,2,True,[WOLF],[WOLF] CaptainComptn
2620,THEICEMAN4k,2,True,[WOLF],[WOLF] THEICEMAN4K
2621,Admiral Bricks,2,True,[WOLF],[WOLF] Admiral Bricks
2622,Lord Infamoussx,2,True,[WOLF],[WOLF] Lord infamoussx
2623,JunkRaT80,2,False,[WOLF],
2624,SealRegicide,2,True,[WOLF],[WOLF] SealRegicide
2625,GHBxLittlePinky,2,True,[WOLF],[WOLF] GHBxLittlePinky
2626,Kylar ban Durzo,2,True,[WOLF],[WOLF] Kylar ban Durzo
2627,Loki Palamedes,2,True,[WOLF],[WOLF] Loki Palamedes
2628,TeeEsEm,2,True,[WOLF],[WOLF] TeeEsEm
2629,apekong,2,True,[WOLF],[WOLF] ApeKong
2630,ryleex,2,True,[WOLF],[WOLF] ryleex
2631,GreenLotus710,2,True,[FATE],[FATE] GreenLotus710
2632,wikeaboss,2,True,[FATE],[FATE] wikeaboss
2633,DankBot Mist,2,True,[FATE],[FATE] DankBot Mist
2634,FX VIPERZZZ,2,True,[FATE],[FATE] FX VIPERZZZ
2635,Onyx RTI,2,True,[FATE],[FATE] Onyx RTI
2636,Lette050,2,True,[FATE],[FATE] Lette050
2637,BitterSpiceI840,2,True,[FATE],[FATE] BitterSpiceI840
2638,Predit Noir,2,True,[FATE],[FATE] Predit Noir
2639,Icy Lynxs,2,True,[FATE],[FATE] Icy Lynxs
2640,jazza090,2,True,[FATE],[FATE] Jazza090
2641,Musician54,2,True,[FATE],[FATE] Musician54
2642,WilsonKing3827,2,True,[FATE],[FATE] WilsonKing3827
2643,Cheeldy94,2,True,[FATE],[FATE] Cheeldy94
2644,WarlockSekara,2,True,[FATE],[FATE] WarlockSekara
2645,SilentStorm1086,2,True,[FATE],
2646,Kawnh,2,True,[FATE],[FATE] Kawnh
2647,OGwanShinobi,2,True,[FATE],[FATE] OGwanShinobi
2648,Vale Szn,2,True,[FATE],
2649,lilmvp360,2,True,[FATE],[FATE] lilmvp360
2650,MedicmanX5,2,True,[FATE],[FATE] MedicmanX5
2651,jeback23,2,True,[FATE],[FATE] Jeback23
2652,Ferd De Mann,2,True,[FATE],[FATE] Ferd DE Mann
2653,Monstro the 2nd,2,True,[FATE],[FATE] Monstro the 2nd
2654,RoninGaiden,2,True,[FATE],[FATE] RoninGaiden
2655,Zimplix,2,True,[FATE],[FATE] Zimplix
2656,Tyler6895,2,True,[FATE],[FATE] Tyler6895
2657,Gallant Plote,2,True,[FATE],[FATE] Gallant Plote
2658,Fall3n xX,2,True,[FATE],[FATE] Fall3n xX
2659,TheBoredGamer80,2,True,[FATE],[FATE] TheBoredGamer80
2660,iNuwanda,2,True,[FATE],[FATE] iNuwanda
2661,DoboGebgeb0212,2,True,[FATE],[FATE] DoboGebgeb0212
2662,ATOM Royale,2,True,[FATE],[FATE] ATOM Royale
2663,FAKE VERSAC3,2,True,[FATE],[FATE] FAKE VERSAC3
2664,Hugh Mungus Man,2,True,[FATE],[FATE] Hugh Mungus Man
2665,SuperMystery,2,True,[FATE],[FATE] SuperMystery
2666,Tharness06194,2,True,[FATE],[FATE] Tharness06194
2667,Da Bigg Shrimp,2,True,[FATE],[FATE] Da Bigg Shrimp
2668,Big emf,2,True,[FATE],[FATE] Big emf
2669,potterloko01,2,True,[FATE],[FATE] potterloko01
2670,Latathorn,2,True,[FATE],[FATE] Latathorn
2671,KinggummybearRE,2,True,[FATE],[FATE] KinggummybearRE
2672,StormofFury,2,True,[FATE],[FATE] StormofFury
2673,GTD87,2,True,[FATE],[FATE] GTD87
2674,XXValkXX3,2,True,[FATE],[FATE] XXValkXX3
2675,NO WAY DX,2,True,[FATE],[FATE] NO WAY DX
2676,CarnageMC,2,True,[FATE],[FATE] CarnageMC
2677,SithJediNinja21,2,True,[FATE],[FATE] SithJediNinja21
2678,Carlcrazys,2,True,[FATE],[FATE] Carlcrazys
2679,Alavanos,2,True,[FATE],[FATE] Alavanos
2680,HOCKEYMAN121234,2,True,[FATE],[FATE] HOCKEYMAN121234
2681,vB Skyz,2,True,[FATE],[FATE] vB Skyz
2682,OneWarlockyBoi,2,True,[FATE],[FATE] OneWarlockyBoi
2683,Cephal0nOrdis,2,True,[FATE],[FATE] Cephal0nOrdis
2684,Fate0fAkreus,2,True,[FATE],[FATE] Fate0fAkreus
2685,IllMumenRider,2,True,[FATE],[FATE] IllMumenRider
2686,ForteBraccia,2,True,[FATE],[FATE] ForteBraccia
2687,DeeJaySun,2,True,[FATE],[FATE] DeeJaySun
2688,PvtUgly,2,True,[FATE],[FATE] PvtUgly
2689,Kivilina,2,True,[FATE],[FATE] Kivilina
2690,Chones420,2,True,[FATE],
2691,BLiiTz Chubbz,2,True,[FATE],[FATE] BLiiTz Chubbz
2692,JFMEN,2,True,[FATE],[FATE] JFMen
2693,Adam AdazTREY87,2,True,[FATE],[FATE] Adam AdazTREY87
2694,KaffeineMan,2,True,[FATE],[FATE] Kaffeineman
2695,xY2M8,2,True,[FATE],[FATE] xY2M8
2696,Mr Buttersord,2,True,[FATE],[FATE] Mr Buttersord
2697,iStrayer,2,True,[FATE],[FATE] iStrayer
2698,HurricaneRPG,2,True,[FATE],[FATE] HurricaneRPG
2699,Its Just Llama,2,True,[FATE],[FATE] Its Just Llama
2700,Zeta Angelos,2,True,[FATE],
2701,iPhantom147,2,True,[FATE],[FATE] iPhantom147
2702,DA WARRI0R12,2,False,[FATE],[FATE] DA WARRI0R12
2703,Mr Luke Masters,2,True,[FATE],[FATE] Mr Luke Masters
2704,Steelghost55,2,True,[FATE],
2705,DeezCrzy,2,True,[FATE],[FATE] DeezCrzy
2706,JinRoh5435,2,True,[FATE],[FATE] JinRoh5435
2707,olofcs,2,True,[FATE],[FATE] olofcs
2708,Shrouded FateX,5,False,[FATE],
2709,TheRealPanchito,2,True,[FATE],[FATE] TheRealPanchito
2710,THI5 GUYY,2,True,[FATE],[FATE] THI5 GUYY
2711,rykoko1,2,True,[FATE],[FATE] rykoko1
2712,SFC Fallout,2,True,[FATE],[FATE] SFC Fallout
2713,JuicyDub,2,True,[FATE],[FATE] JuicyDub
2714,WretchedGlobe21,2,True,[FATE],[FATE] WretchedGlobe21
2715,Mustang2571,2,True,[FATE],[FATE] Mustang2571
2716,noRagrets955,2,True,[FATE],[FATE] noRagrets955
2717,Gearhead Junkee,2,True,[FATE],[FATE] Gearhead Junkee
2718,The Torn ACL,2,True,[FATE],[FATE] The Torn ACL
2719,Roso da Bomb,2,True,[FATE],[FATE] Roso Da Bomb
2720,jamesrjordan95,2,True,[FATE],
2721,rock2568,2,True,[FATE],[FATE] rock2568
2722,Shadow51906,2,True,[FATE],[FATE] Shadow51906
2723,LOT Mudkip,2,True,[FATE],[FATE] Lot Mudkip
2724,carpenter8999,2,True,[FATE],[FATE] carpenter8999
2725,x SKITZO MOE x,2,True,[FATE],[FATE] x SKITZO MOE x
2726,xUseless CDsx,2,True,[SHDM],[SHDM] xUseless CDsx
2727,ilegalgamer6,2,True,[SHDM],[SHDM] ilegalgamer6
2728,HATEBREED13,2,True,[SHDM],[SHDM] HATEBREED13
2729,mukangpuet,2,True,[SHDM],[SHDM] mukangpuet
2730,FrostyDog,3,False,[SHDM],
2731,yosh205,2,True,[SHDM],[SHDM] yosh205
2732,ChemicalWar420,2,True,[SHDM],[SHDM] ChemicalWar420
2733,HoodraT 56,2,True,[SHDM],[SHDM] HoodraT 56
2734,vNandy,3,True,[SHDM],[SHDM] vNandy
2735,ModdedSauce,2,True,[SHDM],[SHDM] ModdedSauce
2736,stonecoldslate,2,True,[SHDM],[SHDM] stonecoldslate
2737,SongsOfFire,2,True,[SHDM],[SHDM] SongsOfFire
2738,Tiny Howns,2,True,[SHDM],[SHDM] Tiny Howns
2739,Almighty Zank,2,True,[SHDM],[SHDM] Almighty Zank
2740,lil oryx,2,True,[SHDM],[SHDM] lil oryx
2741,XxFireShadowxX,2,True,[SHDM],[SHDM] XxFireShadowxX
2742,Fizzyfezza473,2,True,[SHDM],[SHDM] Fizzyfezza473
2743,Synthetic Strix,2,True,[SHDM],[SHDM] Synthetic Strix
2744,Luke Trapwalker,2,True,[SHDM],[SHDM] Luke Trapwalker
2745,MarshMountain77,2,True,[SHDM],[SHDM] MarshMountain77
2746,The Ranger Buzz,2,True,[SHDM],[SHDM] The Ranger Buzz
2747,Beef Lazer,2,True,[SHDM],[SHDM] Beef Lazer
2748,Muskrat66,2,True,[SHDM],[SHDM] Muskrat66
2749,willdabeast1233,2,True,[SHDM],[SHDM] Willdabeast1233
2750,Shrouded Rain,2,True,[SHDM],[SHDM] Shrouded Rain
2751,Nathaniels24,2,True,[SHDM],[SHDM] Nathaniels24
2752,UNSC Oatmeal,2,True,[SHDM],[SHDM] UNSC Oatmeal
2753,Jaeger Is King,2,True,[SHDM],[SHDM] Jaeger Is King
2754,ARdoughboy2004,2,True,[SHDM],[SHDM] ARdoughboy2004
2755,GreyDestroyer77,2,True,[SHDM],[SHDM] GreyDestroyer77
2756,RaspingBless,2,True,[SHDM],[SHDM] Raspingbless
2757,The Subject 15,2,True,[SHDM],[SHDM] The Subject 15
2758,DrSamtheSlamMan,2,True,[SHDM],[SHDM] DrSamtheSlamMan
2759,LegionOfBoom341,2,True,[SHDM],[SHDM] LegionofBoom341
2760,XardasTheSilent,2,True,[SHDM],[SHDM] XardasTheSilent
2761,ShroudedDominion,5,False,[SHDM],
2762,ManuelIgnacioM,2,True,[SHDM],[SHDM] ManuelIgnacioM
2763,gamingacE419,2,True,[SHDM],[SHDM] gamingacE419
2764,Beany2003,2,True,[SHDM],[SHDM] Beany2003
2765,BravoSierra917,2,True,[SHDM],[SHDM] BravoSierra917
2766,BiggieJohnson66,2,True,[SHDM],[SHDM] BiggieJohnson66
2767,Lukex310,2,True,[SHDM],[SHDM] Lukex310
2768,JonLO51,2,True,[SHDM],[SHDM] JonLO51
2769,Aye Muhzy,2,True,[SHDM],[SHDM] Aye Muhzy
2770,Floydfan95,2,True,[SHDM],[SHDM] Floydfan95
2771,rjcarman420,2,True,[SHDM],[SHDM] Rjcarman420
2772,SOULREAPER5656,2,True,[SHDM],[SHDM] SoulReaper5656
2773,DarkEagleGamer,2,True,[SHDM],
2774,SpaceGhost5,2,True,[SHDM],[SHDM] SpaceGhost5
2775,iMercilessVoid,2,True,[SHDM],[SHDM] iMercilessVoid
2776,idmimic,2,True,[SHDM],[SHDM] idmimic
2777,BukkitHat,2,True,[SHDM],[SHDM] Bukkithat
2778,k1mpl3r,2,True,[SHDM],[SHDM] k1mpl3r
2779,XXWolfKiritoXX,2,True,[SHDM],[SHDM] XXWolfKiritoXX
2780,OsilonIsenstar,2,False,[SHDM],
2781,Hades no1Minion,2,True,[SHDM],[SHDM] Hades no1Minion
2782,chillyjam,2,True,[SHDM],[SHDM] chillyjam
2783,thesneakypet,2,True,[SHDM],[SHDM] thesneakypet
2784,OMGriffith,2,True,[SHDM],[SHDM] OMGriffith
2785,Jackal 43,2,True,[SHDM],[SHDM] Jackal 43
2786,SAVAG3 B3AR,2,True,[SHDM],[SHDM] SAVAG3 B3AR
2787,Cerown,2,True,[SHDM],[SHDM] Cerown
2788,Jebidiah McKena,2,True,[SHDM],[SHDM] Jebidiah Mckena
2789,Mr GravityPanda,2,False,[SHDM],[SHDM] Mr GravityPanda
2790,DriftedOrc604,2,True,[SHDM],[SHDM] Driftedorc604
2791,The FrostyCobra,2,True,[SHDM],[SHDM] The FrostyCobra
2792,David3549,2,True,[SHDM],[SHDM] david3549
2793,FALLINGROCK2024,2,True,[SHDM],[SHDM] FallingRock2024
